Longitude,Latitude,nu4_5,Observed Count,Smoothed Rate
100.2,3.4,0.0044,0,0.01231
100.2,3.6,0.0013,0,0.005449
100.2,3.8,0.0003,0,0.003047
100.2,4.0,0.0001,0,0.002934
100.4,3.6,0.0012,0,0.003403
100.4,3.8,0.0003,0,0.001403
100.4,4.0,0.0001,0,0.00109
100.6,3.6,0.0009,0,0.002249
100.6,3.8,0.0002,0,0.000722
60.0,24.0,0.0001,0,0.002703
60.0,24.2,0.0003,0,0.003167
60.0,24.4,0.0007,0,0.003118
60.0,24.6,0.0014,0,0.002865
60.0,24.8,0.0023,0,0.003
60.0,25.0,0.0033,0,0.004375
60.0,25.2,0.0048,0,0.00821
60.0,25.4,0.0073,0,0.016184
60.0,25.6,0.0119,0,0.029302
60.0,25.8,0.0189,0,0.046121
60.0,26.0,0.0273,0,0.062255
60.0,26.2,0.0341,0,0.072197
60.0,26.4,0.0362,0,0.072487
60.0,26.6,0.0324,0,0.064186
60.0,26.8,0.0251,0,0.053244
60.0,27.0,0.018,0,0.047583
60.0,27.2,0.0132,0,0.05103
60.2,23.8,0.0001,0,0.000678
60.2,24.0,0.0002,0,0.001075
60.2,24.2,0.0006,0,0.00153
60.2,24.4,0.0015,0,0.00214
60.2,24.6,0.0028,0,0.00311
60.2,24.8,0.0045,0,0.004573
60.2,25.0,0.0065,0,0.006875
60.2,25.2,0.009,0,0.010913
60.2,25.4,0.0132,0,0.018791
60.2,25.6,0.0206,0,0.032908
60.2,25.8,0.0322,0,0.053545
60.2,26.0,0.0462,0,0.076395
60.2,26.2,0.0577,0,0.093066
60.2,26.4,0.0611,0,0.095829
60.2,26.6,0.0547,0,0.083735
60.2,26.8,0.0421,0,0.064531
60.2,27.0,0.0295,0,0.049414
60.2,27.2,0.0209,0,0.044598
60.4,23.8,0.0001,0,0.000285
60.4,24.0,0.0004,0,0.000665
60.4,24.2,0.0011,0,0.001505
60.4,24.4,0.0027,0,0.003177
60.4,24.6,0.0051,0,0.005915
60.4,24.8,0.0082,0,0.009562
60.4,25.0,0.0116,0,0.013799
60.4,25.2,0.0157,0,0.019368
60.4,25.4,0.0219,0,0.02924
60.4,25.6,0.0331,0,0.047997
60.4,25.8,0.0506,0,0.077952
60.4,26.0,0.0719,0,0.11386
60.4,26.2,0.0896,0,0.141915
60.4,26.4,0.095,0,0.14754
60.4,26.6,0.0848,0,0.127137
60.4,26.8,0.0646,0,0.092123
60.4,27.0,0.0444,0,0.059943
60.4,27.2,0.0303,0,0.041163
60.4,27.4,0.0219,0,0.034442
60.6,21.6,0.0005,0,0.001251
60.6,21.8,0.0003,0,0.000839
60.6,22.0,0.0002,0,0.000565
60.6,22.2,0.0001,0,0.000401
60.6,23.8,0.0002,0,0.000259
60.6,24.0,0.0006,0,0.000867
60.6,24.2,0.0018,0,0.002468
60.6,24.4,0.0043,0,0.005805
60.6,24.6,0.0083,0,0.011264
60.6,24.8,0.0133,0,0.018276
60.6,25.0,0.0186,0,0.025705
60.6,25.2,0.0244,0,0.033922
60.6,25.4,0.0329,0,0.047031
60.6,25.6,0.0479,0,0.072385
60.6,25.8,0.0716,0,0.11475
60.6,26.0,0.1008,0,0.167455
60.6,26.2,0.1252,0,0.209832
60.6,26.4,0.1326,0,0.218789
60.6,26.6,0.1181,0,0.187577
60.6,26.8,0.0893,0,0.1324
60.6,27.0,0.0603,0,0.078938
60.6,27.2,0.0398,0,0.043442
60.6,27.4,0.0277,0,0.026381
60.6,27.6,0.0196,0,0.019534
60.8,21.2,0.0028,0,0.006655
60.8,21.4,0.0022,0,0.005368
60.8,21.6,0.0016,0,0.00374
60.8,21.8,0.001,0,0.002263
60.8,22.0,0.0006,0,0.0012
60.8,22.2,0.0003,0,0.000564
60.8,22.4,0.0001,0,0.000241
60.8,22.6,0.0001,0,9.4e-05
60.8,23.6,0.0001,0,7.9e-05
60.8,23.8,0.0002,0,0.000363
60.8,24.0,0.0009,0,0.001334
60.8,24.2,0.0026,0,0.003925
60.8,24.4,0.0061,0,0.00936
60.8,24.6,0.0117,0,0.018199
60.8,24.8,0.0186,0,0.029393
60.8,25.0,0.0258,0,0.0407
60.8,25.2,0.0332,0,0.05176
60.8,25.4,0.0435,0,0.067541
60.8,25.6,0.0612,0,0.097993
60.8,25.8,0.0894,0,0.150367
60.8,26.0,0.1245,0,0.217088
60.8,26.2,0.1541,1,0.271689
60.8,26.4,0.1628,0,0.283674
60.8,26.6,0.1446,0,0.243351
60.8,26.8,0.1088,0,0.170897
60.8,27.0,0.0723,0,0.099158
60.8,27.2,0.0464,0,0.049464
60.8,27.4,0.0312,0,0.023705
60.8,27.6,0.0215,0,0.01309
60.8,27.8,0.0141,0,0.009342
61.0,21.0,0.0081,0,0.018057
61.0,21.2,0.0074,0,0.016958
61.0,21.4,0.006,0,0.013829
61.0,21.6,0.0044,0,0.009784
61.0,21.8,0.0029,0,0.006008
61.0,22.0,0.0018,0,0.003194
61.0,22.2,0.0009,0,0.001456
61.0,22.4,0.0004,0,0.000567
61.0,22.6,0.0002,0,0.000178
61.0,23.6,0.0001,0,0.000104
61.0,23.8,0.0003,0,0.00049
61.0,24.0,0.0011,0,0.001805
61.0,24.2,0.0031,0,0.005316
61.0,24.4,0.0073,0,0.012657
61.0,24.6,0.014,0,0.024532
61.0,24.8,0.0223,0,0.039398
61.0,25.0,0.0307,0,0.053906
61.0,25.2,0.039,0,0.066695
61.0,25.4,0.0497,0,0.082804
61.0,25.6,0.0677,0,0.113591
61.0,25.8,0.0967,0,0.168094
61.0,26.0,0.1331,1,0.239141
61.0,26.2,0.1639,0,0.298302
61.0,26.4,0.1728,6,0.312053
61.0,26.6,0.1534,1,0.268974
61.0,26.8,0.1152,0,0.19022
61.0,27.0,0.0762,0,0.111124
61.0,27.2,0.0481,0,0.055091
