Longitude,Latitude,nu4_5,Observed Count,Smoothed Rate
100.2,3.4,0.0085,0,0.013664
100.2,3.6,0.0136,0,0.017187
100.2,3.8,0.0217,0,0.023541
100.2,4.0,0.0291,0,0.028418
100.2,4.2,0.0324,0,0.029428
100.4,3.6,0.0143,0,0.024009
100.4,3.8,0.0233,0,0.034788
100.4,4.0,0.032,0,0.043167
100.6,3.6,0.0138,0,0.028863
100.6,3.8,0.0229,0,0.043096
60.0,23.2,0.0001,0,0.004826
60.0,23.4,0.0001,0,0.001714
60.0,23.6,0.0001,0,0.000496
60.0,23.8,0.0001,0,0.000147
60.0,24.0,0.0002,0,0.000132
60.0,24.2,0.0006,0,0.000339
60.0,24.4,0.0015,0,0.000884
60.0,24.6,0.0031,0,0.001836
60.0,24.8,0.0052,0,0.00306
60.0,25.0,0.007,0,0.004157
60.0,25.2,0.0079,0,0.00479
60.0,25.4,0.0081,0,0.005344
60.0,25.6,0.0091,0,0.007347
60.0,25.8,0.0133,0,0.01297
60.0,26.0,0.0219,0,0.02348
60.0,26.2,0.034,0,0.037729
60.0,26.4,0.0465,0,0.052533
60.0,26.6,0.0562,0,0.065453
60.0,26.8,0.0625,0,0.076805
60.0,27.0,0.0658,0,0.087355
60.0,27.2,0.065,0,0.094066
60.2,22.6,0.0001,0,0.020614
60.2,22.8,0.0001,0,0.014598
60.2,23.0,0.0002,0,0.008268
60.2,23.2,0.0002,0,0.003805
60.2,23.4,0.0002,0,0.001472
60.2,23.6,0.0002,0,0.00052
60.2,23.8,0.0002,0,0.000237
60.2,24.0,0.0004,0,0.000339
60.2,24.2,0.0011,0,0.000935
60.2,24.4,0.0028,0,0.002357
60.2,24.6,0.0057,0,0.004845
60.2,24.8,0.0095,0,0.008018
60.2,25.0,0.0128,0,0.010772
60.2,25.2,0.0143,0,0.012187
60.2,25.4,0.0147,0,0.013009
60.2,25.6,0.0165,0,0.016562
60.2,25.8,0.0238,0,0.027231
60.2,26.0,0.038,0,0.047068
60.2,26.2,0.0568,0,0.072597
60.2,26.4,0.074,0,0.095788
60.2,26.6,0.0844,0,0.110456
60.2,26.8,0.0878,0,0.117704
60.2,27.0,0.0867,0,0.122522
60.2,27.2,0.082,0,0.124918
60.4,22.4,0.0001,0,0.014176
60.4,22.6,0.0002,0,0.012796
60.4,22.8,0.0003,0,0.009368
60.4,23.0,0.0005,0,0.005742
60.4,23.2,0.0006,0,0.003124
60.4,23.4,0.0006,0,0.001619
60.4,23.6,0.0005,0,0.000852
60.4,23.8,0.0005,0,0.000555
60.4,24.0,0.0008,0,0.000822
60.4,24.2,0.0019,0,0.002143
60.4,24.4,0.0048,0,0.005313
60.4,24.6,0.0097,0,0.010786
60.4,24.8,0.016,0,0.017677
60.4,25.0,0.0215,0,0.02356
60.4,25.2,0.0242,0,0.026354
60.4,25.4,0.0249,0,0.027649
60.4,25.6,0.0284,0,0.033963
60.4,25.8,0.0405,0,0.053555
60.4,26.0,0.0634,0,0.089589
60.4,26.2,0.0919,0,0.134331
60.4,26.4,0.1154,0,0.171546
60.4,26.6,0.1255,0,0.188896
60.4,26.8,0.1227,0,0.188596
60.4,27.0,0.1135,0,0.182214
60.4,27.2,0.1023,0,0.174889
60.4,27.4,0.0876,1,0.16011
60.6,21.6,0.0003,0,0.001991
60.6,21.8,0.0002,0,0.003078
60.6,22.0,0.0001,0,0.004825
60.6,22.2,0.0001,0,0.006591
60.6,22.4,0.0002,0,0.007515
60.6,22.6,0.0004,0,0.00724
60.6,22.8,0.0009,0,0.006174
60.6,23.0,0.0014,0,0.004995
60.6,23.2,0.0017,0,0.003962
60.6,23.4,0.0017,0,0.002959
60.6,23.6,0.0014,0,0.00198
60.6,23.8,0.0011,0,0.001371
60.6,24.0,0.0014,0,0.001738
60.6,24.2,0.0031,0,0.004182
60.6,24.4,0.0074,0,0.010128
60.6,24.6,0.015,0,0.020331
60.6,24.8,0.0246,0,0.033018
60.6,25.0,0.033,0,0.04364
60.6,25.2,0.0373,0,0.048478
60.6,25.4,0.0389,0,0.050398
60.6,25.6,0.0448,0,0.060586
60.6,25.8,0.0637,0,0.092653
60.6,26.0,0.0982,0,0.150857
60.6,26.2,0.1393,0,0.22118
60.6,26.4,0.1701,0,0.275972
60.6,26.6,0.1781,1,0.294583
60.6,26.8,0.1654,0,0.280708
60.6,27.0,0.1441,0,0.254985
60.6,27.2,0.1232,0,0.230537
60.6,27.4,0.1025,0,0.202673
60.6,27.6,0.0792,0,0.162999
60.8,21.2,0.0029,0,0.005721
60.8,21.4,0.0018,0,0.004304
60.8,21.6,0.001,0,0.003511
60.8,21.8,0.0007,0,0.0033
60.8,22.0,0.0005,0,0.00347
60.8,22.2,0.0004,0,0.003853
60.8,22.4,0.0006,0,0.004393
60.8,22.6,0.0011,0,0.005166
60.8,22.8,0.002,0,0.006238
60.8,23.0,0.0032,0,0.007261
60.8,23.2,0.004,0,0.007477
60.8,23.4,0.004,0,0.006433
60.8,23.6,0.0032,0,0.004582
60.8,23.8,0.0023,0,0.003051
60.8,24.0,0.0023,0,0.003274
60.8,24.2,0.0045,0,0.007051
60.8,24.4,0.0104,0,0.016581
60.8,24.6,0.0208,0,0.032812
60.8,24.8,0.034,0,0.052761
60.8,25.0,0.0457,0,0.069231
60.8,25.2,0.0519,0,0.076588
60.8,25.4,0.0549,0,0.079222
60.8,25.6,0.0638,0,0.093697
60.8,25.8,0.0903,0,0.13929
60.8,26.0,0.1369,0,0.220989
60.8,26.2,0.1909,0,0.317355
60.8,26.4,0.2284,1,0.388363
60.8,26.6,0.2326,0,0.404601
60.8,26.8,0.2075,0,0.371589
60.8,27.0,0.1715,0,0.320121
60.8,27.2,0.1396,1,0.273358
60.8,27.4,0.1129,2,0.230524
60.8,27.6,0.0868,1,0.181748
60.8,27.8,0.0607,0,0.127895
61.0,21.0,0.009,0,0.016891
61.0,21.2,0.0065,0,0.013665
61.0,21.4,0.0042,0,0.010775
61.0,21.6,0.0027,0,0.008711
61.0,21.8,0.0019,0,0.007105
61.0,22.0,0.0015,0,0.005632
61.0,22.2,0.0012,0,0.004565
61.0,22.4,0.0014,0,0.004613
61.0,22.6,0.0022,0,0.006364
61.0,22.8,0.004,0,0.009607
61.0,23.0,0.0062,0,0.012896
61.0,23.2,0.0078,0,0.014221
61.0,23.4,0.0079,0,0.012593
61.0,23.6,0.0063,0,0.009027
61.0,23.8,0.0044,0,0.005823
61.0,24.0,0.0037,0,0.005485
61.0,24.2,0.0061,0,0.010564
61.0,24.4,0.0133,0,0.023854
61.0,24.6,0.026,0,0.046301
61.0,24.8,0.0423,0,0.073571
61.0,25.0,0.0569,0,0.095886
61.0,25.2,0.0653,1,0.105814
61.0,25.4,0.0699,0,0.109088
61.0,25.6,0.0816,0,0.126657
61.0,25.8,0.1135,0,0.182059
61.0,26.0,0.1685,0,0.280339
61.0,26.2,0.2306,0,0.394008
61.0,26.4,0.2714,1,0.473698
61.0,26.6,0.2709,2,0.483793
61.0,26.8,0.2347,0,0.431554
61.0,27.0,0.1865,0,0.356022
61.0,27.2,0.146,1,0.289445
61.0,27.4,0.1159,0,0.235822
61.0,27.6,0.0898,0,0.184347
61.0,27.8,0.0644,0,0.131285
61.2,20.6,0.0182,0,0.032367
61.2,20.8,0.0189,0,0.034402
61.2,21.0,0.0165,0,0.031936
61.2,21.2,0.0124,0,0.027403
61.2,21.4,0.0086,0,0.023222
61.2,21.6,0.0061,0,0.019919
61.2,21.8,0.0048,0,0.016544
61.2,22.0,0.004,0,0.012568
61.2,22.2,0.0032,0,0.008979
61.2,22.4,0.0029,0,0.007644
61.2,22.6,0.004,0,0.009873
61.2,22.8,0.0067,0,0.01515
61.2,23.0,0.0102,0,0.020763
61.2,23.2,0.0128,0,0.023135
61.2,23.4,0.0128,0,0.020582
61.2,23.6,0.0103,0,0.014773
61.2,23.8,0.007,0,0.009461
61.2,24.0,0.0055,0,0.008347
61.2,24.2,0.0079,0,0.014664
61.2,24.4,0.016,0,0.031401
61.2,24.6,0.0304,0,0.059204
61.2,24.8,0.0488,0,0.092498
61.2,25.0,0.0655,1,0.119631
61.2,25.2,0.0757,0,0.13193
61.2,25.4,0.0816,0,0.135524
61.2,25.6,0.0942,0,0.152997
61.2,25.8,0.1263,0,0.209215
61.2,26.0,0.181,0,0.308989
61.2,26.2,0.2419,1,0.422985
61.2,26.4,0.2802,4,0.499611
61.2,26.6,0.2757,3,0.502154
61.2,26.8,0.2346,1,0.438774
61.2,27.0,0.1825,0,0.351547
61.2,27.2,0.1406,0,0.277118
