Longitude,Latitude,Depth,Observed Count,Smoothed Rate,b-value
55,40,500,1,0.147174,1
55.2,40,500,0,0.124066,1
55.4,40,500,0,0.102433,1
55.6,40,500,0,0.0842702,1
55.8,40,500,0,0.07105,1
56,40,500,0,0.062713,1
56.2,40,500,0,0.0572903,1
56.4,40,500,0,0.0518657,1
56.6,40,500,0,0.0443063,1
56.8,40,500,0,0.0345171,1
57,40,500,0,0.0240963,1
57.2,40,500,0,0.0150649,1
57.4,40,500,0,0.00861422,1
57.6,40,500,0,0.00478901,1
57.8,40,500,0,0.00287106,1
58,40,500,0,0.00198677,1
58.2,40,500,0,0.00150952,1
58.4,40,500,0,0.00112767,1
58.6,40,500,0,0.000776148,1
58.8,40,500,0,0.000506744,1
59,40,500,0,0.000407811,1
59.2,40,500,0,0.000633285,1
59.4,40,500,0,0.00150431,1
59.6,40,500,0,0.00358711,1
59.8,40,500,0,0.00761936,1
60,40,500,0,0.0141649,1
60.2,40,500,0,0.022944,1
60.4,40,500,0,0.0323802,1
60.6,40,500,0,0.0398251,1
60.8,40,500,0,0.0427053,1
61,40,500,0,0.0400138,1
61.2,40,500,0,0.0330452,1
61.4,40,500,0,0.0248697,1
61.6,40,500,0,0.0190594,1
61.8,40,500,0,0.0185682,1
62,40,500,0,0.0251714,1
62.2,40,500,0,0.0391785,1
62.4,40,500,0,0.0591445,1
62.6,40,500,0,0.0818771,1
62.8,40,500,0,0.103336,1
63,40,500,0,0.120222,1
63.2,40,500,0,0.131334,1
63.4,40,500,1,0.137578,1
63.6,40,500,0,0.140504,1
63.8,40,500,0,0.140727,1
64,40,500,1,0.137494,1
64.2,40,500,0,0.129709,1
64.4,40,500,0,0.117465,1
64.6,40,500,0,0.102682,1
64.8,40,500,0,0.088176,1
65,40,500,0,0.0760568,1
65.2,40,500,0,0.066606,1
65.4,40,500,0,0.0585741,1
65.6,40,500,0,0.0507491,1
65.8,40,500,0,0.0431861,1
66,40,500,0,0.0375175,1
66.2,40,500,0,0.0360881,1
66.4,40,500,0,0.0413853,1
66.6,40,500,0,0.0558744,1
66.8,40,500,0,0.0817258,1
67,40,500,0,0.119561,1
67.2,40,500,0,0.166301,1
67.4,40,500,0,0.213775,1
67.6,40,500,0,0.250414,1
67.8,40,500,1,0.265838,1
68,40,500,0,0.256081,1
68.2,40,500,0,0.226248,1
68.4,40,500,0,0.188349,1
68.6,40,500,0,0.156099,1
68.8,40,500,0,0.139161,1
69,40,500,0,0.140319,1
69.2,40,500,0,0.156427,1
69.4,40,500,0,0.181315,1
69.6,40,500,0,0.208836,1
69.8,40,500,0,0.23413,1
70,40,500,0,0.25445,1
70.2,40,500,0,0.269726,1
70.4,40,500,1,0.283957,1
70.6,40,500,0,0.305276,1
70.8,40,500,0,0.343289,1
71,40,500,0,0.403503,1
71.2,40,500,0,0.481981,1
71.4,40,500,1,0.564452,1
71.6,40,500,0,0.632116,1
71.8,40,500,0,0.671582,1
72,40,500,0,0.683895,1
72.2,40,500,0,0.685465,1
72.4,40,500,0,0.700185,1
72.6,40,500,0,0.745919,1
72.8,40,500,0,0.823692,1
73,40,500,1,0.917214,1
73.2,40,500,1,1.00308,1
73.4,40,500,0,1.065,1
73.6,40,500,0,1.10171,1
73.8,40,500,0,1.12487,1
74,40,500,0,1.14916,1
74.2,40,500,0,1.18236,1
74.4,40,500,0,1.22148,1
74.6,40,500,1,1.25553,1
74.8,40,500,0,1.2717,1
75,40,500,0,1.25973,1
75.2,40,500,0,1.21407,1
75.4,40,500,0,1.13485,1
75.6,40,500,0,1.03071,1
75.8,40,500,0,0.921217,1
76,40,500,0,0.835867,1
76.2,40,500,1,0.807398,1
76.4,40,500,0,0.862569,1
76.6,40,500,0,1.01232,1
76.8,40,500,1,1.24484,1
77,40,500,2,1.52332,1
77.2,40,500,1,1.79122,1
77.4,40,500,2,1.98602,1
77.6,40,500,2,2.05741,1
77.8,40,500,3,1.98296,1
78,40,500,2,1.77434,1
78.2,40,500,1,1.47254,1
78.4,40,500,2,1.13402,1
78.6,40,500,1,0.814003,1
78.8,40,500,0,0.552231,1
79,40,500,0,0.365683,1
79.2,40,500,0,0.249581,1
79.4,40,500,0,0.185134,1
79.6,40,500,0,0.150441,1
79.8,40,500,0,0.128715,1
80,40,500,0,0.111304,1
80.2,40,500,0,0.0955983,1
80.4,40,500,0,0.081362,1
80.6,40,500,0,0.0685198,1
80.8,40,500,0,0.0568207,1
81,40,500,0,0.0463446,1
81.2,40,500,0,0.0374482,1
81.4,40,500,0,0.0305532,1
81.6,40,500,0,0.0259648,1
81.8,40,500,0,0.0237989,1
82,40,500,0,0.0237713,1
82.2,40,500,0,0.024947,1
82.4,40,500,0,0.025802,1
82.6,40,500,0,0.0249147,1
82.8,40,500,0,0.0217201,1
83,40,500,0,0.0168112,1
83.2,40,500,0,0.0114479,1
83.4,40,500,0,0.00682967,1
83.6,40,500,0,0.00356058,1
83.8,40,500,0,0.00163453,1
84,40,500,0,0.000690153,1
84.2,40,500,0,0.000385499,1
84.4,40,500,0,0.000586886,1
84.6,40,500,0,0.00147452,1
84.8,40,500,0,0.00357093,1
85,40,500,0,0.00761936,1
